year,state,ObesityPercent,NoLeisureActivityPercent
2011,Georgia,23.12,44.18
2012,Georgia,24.21,49.96
2012,Georgia,26.96,43.3
2011,Georgia,27.48,16.03
2012,Georgia,31.14,21.57
2012,Georgia,25.4,17.87
2011,Georgia,29.31,41.94
2011,Georgia,33.28,29.31
2012,Georgia,32.65,35.06
2012,Georgia,32.89,39.98
2012,Georgia,44.01,34.67
2011,Georgia,42.76,14.73
2011,Georgia,33.43,18.27
2011,Georgia,43.95,42.61
2011,Georgia,22.51,40.05
2012,Georgia,31.59,23.78
2011,Georgia,30.17,23.34
2012,Georgia,21.92,19.16
2011,Georgia,44.25,23.99
2011,Georgia,27.68,24.94
2012,Georgia,31.21,10.64
2011,Georgia,43.09,48.62
2011,Georgia,21.23,22.4
2012,Georgia,36.62,33.91
2011,Georgia,36.54,39.7
2011,Georgia,43.35,18.11
2011,Georgia,35.19,33.64
2011,Georgia,44.33,16.51
2011,Georgia,22.8,33.27
2011,Georgia,38.26,48.68
2011,Georgia,24.52,38.46
2012,Georgia,44.7,48.15
2011,Georgia,41.78,48.76
2012,Georgia,20.75,44.74
2011,Georgia,24.94,12.51
2012,Georgia,38.75,34.15
2012,Georgia,21.42,31.99
2012,Georgia,41.11,25.37
2011,Georgia,26.17,10.71
2012,Georgia,38.38,20.48
2012,Georgia,22.38,40.39
2012,Georgia,41.36,16.69
2011,Georgia,26.32,45.97
2012,Georgia,26.06,33.95
2011,Georgia,41.89,32.44
2012,Georgia,38.87,48.09
2012,Georgia,38.21,32.54
2012,Georgia,38.68,19.73
2011,Georgia,30.13,19.93
2011,Georgia,35.29,33.66
2011,Georgia,34.51,19.65
2011,Georgia,25.62,44.37
2012,Georgia,21.93,21.46
2012,Georgia,44.59,13.99
2012,Georgia,25.18,12.39
2012,Georgia,25.98,29.95
2012,Georgia,43.69,45.73
2012,Georgia,43.45,21.13
2012,Georgia,44.32,28.83
2012,Georgia,30.32,21.78
2011,Georgia,34.0,21.06
2011,Georgia,37.85,20.2
2011,Georgia,43.34,20.94
2012,Georgia,28.99,18.49
2012,Georgia,30.54,26.91
2012,Georgia,41.5,17.84
2012,Georgia,39.75,26.71
2011,Georgia,24.4,18.2
2011,Georgia,39.26,45.3
2012,Georgia,32.46,46.43
2011,Georgia,27.59,35.56
2011,Georgia,26.51,32.08
2011,Georgia,22.26,11.59
2011,Georgia,40.19,19.2
2012,Georgia,22.93,33.15
2012,Georgia,40.48,35.47
2012,Georgia,41.49,33.46
2011,Georgia,23.42,49.92
2012,Georgia,28.06,31.06
2012,Georgia,36.53,20.39
2012,Georgia,38.28,10.28
2012,Georgia,38.31,20.25
2011,Georgia,21.44,37.19
2012,Georgia,28.57,10.34
2011,Georgia,43.78,36.1
2012,Georgia,42.52,38.63
2011,Georgia,21.86,28.54
2012,Georgia,32.78,33.96
2011,Georgia,24.76,36.13
2011,Georgia,36.03,20.59
2012,Georgia,28.52,19.1
2012,Georgia,42.16,13.03
2011,Georgia,41.73,28.6
2012,Georgia,24.39,20.65
2011,Georgia,27.91,28.27
2011,Georgia,39.23,29.25
2012,Georgia,43.6,43.27
2011,Georgia,39.66,24.16
2012,Georgia,29.31,35.86
2012,Georgia,33.39,27.8
2012,Georgia,29.37,35.32
2011,Georgia,31.39,25.9
2011,Georgia,31.95,28.86
2012,Georgia,35.96,40.85
2011,Georgia,34.33,41.37
2011,Georgia,42.62,29.5
2011,Georgia,33.65,12.47
2011,Georgia,37.49,12.57
2012,Georgia,42.05,10.62
2012,Georgia,31.73,25.91
2011,Georgia,43.3,17.43
2011,Georgia,22.54,27.28
2011,Georgia,40.87,24.36
2012,Georgia,23.91,21.96
2012,Georgia,20.11,45.33
2011,Georgia,31.45,38.86
2012,Georgia,25.7,43.02
2012,Georgia,35.05,23.04
2012,Georgia,31.76,10.91
2012,Georgia,39.94,14.57
2011,Georgia,24.41,22.2
2012,Georgia,25.44,48.91
2012,Georgia,24.16,40.79
2012,Georgia,30.16,32.82
2012,Georgia,36.3,35.62
2012,Georgia,40.56,15.71
2012,Georgia,25.42,37.52
2011,Georgia,27.59,10.04
2012,Georgia,36.34,48.25
2012,Georgia,40.48,13.86
2011,Georgia,37.46,24.69
2012,Georgia,33.01,21.16
2012,Georgia,40.09,37.72
2011,Georgia,37.15,46.39
2012,Georgia,28.87,42.39
2011,Georgia,32.36,19.14
2011,Georgia,27.87,35.55
2012,Georgia,40.19,37.24
2011,Georgia,21.92,31.43
2012,Georgia,39.44,27.06
2011,Georgia,43.31,44.95
2011,Georgia,42.56,32.19
2012,Georgia,22.46,14.28
2011,Georgia,39.46,25.3
2011,Georgia,37.35,36.48
2012,Georgia,31.74,28.14
2012,Georgia,42.21,23.91
2011,Georgia,36.89,22.62
2012,Georgia,31.47,16.44
2012,Georgia,44.53,19.08
2012,Georgia,40.07,41.08
2012,Georgia,39.33,42.35
2012,Georgia,29.16,40.36
2012,Georgia,40.05,29.43
2011,Georgia,41.87,10.51
2012,Georgia,33.41,15.39
2011,Georgia,40.52,43.1
2012,Georgia,41.25,14.55
2012,Georgia,26.3,14.51
2012,Georgia,23.54,43.75
2012,Georgia,39.05,45.22
2011,Georgia,25.29,35.62
2011,Georgia,28.21,47.14
2012,Georgia,32.36,25.58
2012,Georgia,38.24,34.77
2012,Georgia,30.87,49.43
2012,Georgia,20.43,14.88
2011,Georgia,33.71,31.86
2012,Georgia,35.45,18.22
2012,Georgia,21.93,37.42
2011,Georgia,39.28,22.81
2012,Georgia,25.32,34.84
2011,Georgia,44.22,42.27
2012,Georgia,41.02,21.64
2012,Georgia,41.01,40.53
2012,Georgia,28.61,34.23
2011,Georgia,22.83,44.25
2011,Georgia,40.09,14.66
2011,Georgia,32.32,12.65
2012,Georgia,21.43,23.05
2012,Georgia,43.77,25.95
2011,Georgia,29.57,11.33
2011,Georgia,38.69,22.76
2012,Georgia,36.58,36.37
2011,Georgia,25.43,49.2
2012,Georgia,44.15,26.03
2012,Georgia,38.54,33.36
2012,Georgia,27.49,40.92
2011,Georgia,21.36,18.79
2011,Georgia,37.31,46.79
2012,Georgia,39.77,31.06
2012,Georgia,40.43,41.36
2011,Georgia,29.52,26.45
2011,Georgia,44.22,20.77
2011,Georgia,25.74,24.44
2012,Georgia,44.7,21.19
2011,Georgia,21.72,39.91
2011,Georgia,31.19,18.8
2012,Georgia,32.63,34.78
2011,Georgia,22.04,27.19
2011,Georgia,36.78,12.44
2012,Georgia,44.25,35.24
2012,Georgia,42.59,28.87
2012,Georgia,41.08,40.01
2012,Georgia,36.62,36.46
2011,Georgia,29.54,28.52
2012,Georgia,40.83,23.22
2011,Georgia,35.01,48.15
2011,Georgia,36.44,22.82
2012,Georgia,31.66,48.77
2011,Georgia,22.88,28.9
2012,Georgia,37.43,47.31
2012,Georgia,42.73,17.55
2012,Georgia,21.21,12.89
2011,Georgia,20.98,34.2
2012,Georgia,43.95,29.52
2011,Georgia,25.19,24.53
2012,Georgia,42.42,15.15
2012,Georgia,34.69,12.43
2012,Georgia,20.9,18.98
2011,Georgia,38.81,16.82
2011,Georgia,20.9,16.53
2012,Georgia,40.87,20.8
2012,Georgia,29.87,14.86
2011,Georgia,43.28,42.47
2012,Georgia,36.61,21.36
2011,Georgia,37.57,38.71
2011,Georgia,26.44,20.14
2011,Georgia,21.53,12.27
2012,Georgia,23.0,25.91
2012,Georgia,23.9,45.37
2012,Georgia,28.05,17.91
2011,Georgia,43.51,22.4
2011,Georgia,27.84,38.49
2011,Georgia,36.54,41.9
2011,Georgia,35.44,16.54
2011,Georgia,27.22,10.96
2011,Georgia,27.68,24.07
2012,Georgia,26.4,34.97
2012,Georgia,24.38,38.88
2012,Georgia,34.68,31.12
2011,Georgia,31.13,14.26
2012,Georgia,43.99,43.64
2012,Georgia,22.06,22.1
2011,Georgia,32.25,36.09
2011,Georgia,33.33,11.21
2012,Georgia,39.07,13.28
2012,Georgia,24.38,34.34
2012,Georgia,40.93,34.23
2012,Georgia,35.92,31.5
2012,Georgia,38.75,24.41
2012,Georgia,27.22,20.87
2012,Georgia,23.92,25.79
2011,Georgia,43.12,42.53
2012,Georgia,39.01,24.59
2012,Georgia,43.1,45.77
2012,Georgia,38.0,27.29
2012,Georgia,24.23,46.38
2012,Georgia,38.5,13.59
2012,Georgia,31.94,30.4
2012,Georgia,34.21,25.53
2011,Georgia,42.96,44.23
2012,Georgia,44.02,43.48
2012,Georgia,20.23,13.17
2012,Georgia,38.62,25.96
2011,Georgia,42.47,11.84
2011,Georgia,20.98,44.22
2012,Georgia,34.16,46.53
2011,Georgia,30.27,48.63
2012,Georgia,22.82,48.0
2011,Georgia,38.39,34.51
2012,Georgia,24.07,38.0
2012,Georgia,40.69,26.29
2011,Georgia,32.68,35.06
2011,Georgia,20.59,23.7
2012,Georgia,23.77,44.23
2011,Georgia,31.73,13.7
2012,Georgia,34.83,41.07
2011,Georgia,42.66,47.39
2012,Georgia,27.98,41.33
2012,Georgia,37.82,34.19
2011,Georgia,23.03,27.34
2011,Georgia,38.32,42.28
2012,Georgia,31.21,32.64
2012,Georgia,39.44,18.29
2012,Georgia,32.79,21.04
2012,Georgia,21.57,32.3
2012,Georgia,43.78,26.71
2011,Georgia,22.73,22.67
2012,Georgia,40.41,10.82
2011,Georgia,23.79,35.15
2012,Georgia,28.04,34.67
2012,Georgia,44.35,32.7
2011,Georgia,31.74,28.73
2012,Georgia,31.98,13.97
2011,Georgia,26.56,32.77
2012,Georgia,31.63,24.29
2012,Georgia,30.53,29.78
2011,Georgia,20.49,36.06
2012,Georgia,35.76,24.81
2011,Georgia,25.16,30.0
2011,Georgia,34.48,48.59
2011,Georgia,20.05,49.91
2011,Georgia,32.11,27.86
2011,Georgia,32.81,34.71
2012,Georgia,29.85,37.89
2012,Georgia,31.47,21.13
2011,Georgia,39.2,12.75
2012,Georgia,38.03,21.38
2012,Georgia,25.47,45.43
2011,Georgia,26.3,36.91
2011,Georgia,34.96,18.34
2012,Georgia,40.6,30.17
2012,Georgia,36.65,36.58
2011,Georgia,31.12,16.7
2012,Georgia,32.84,15.27
2011,Georgia,24.49,33.91
2012,Georgia,33.38,42.77
2011,Georgia,26.12,41.62
2011,Georgia,34.13,25.81
2012,Georgia,44.84,42.76
2012,Georgia,44.88,10.93
2012,Georgia,38.32,35.36
2012,Georgia,36.7,40.44
2011,Georgia,41.5,12.74
2012,Georgia,22.4,37.6
2012,Georgia,27.33,22.09
2012,Georgia,21.41,36.11
2012,Georgia,36.01,44.26
2012,Georgia,44.99,35.99
2011,Georgia,44.94,24.33
2012,Georgia,20.46,28.42
2012,Georgia,43.68,22.97
2012,Georgia,40.15,23.2
2011,Georgia,36.57,29.68
2012,Georgia,37.12,49.04
2011,Georgia,32.35,28.29
2012,Georgia,24.21,23.12
2012,Georgia,39.41,39.32
2012,Georgia,41.36,49.76
2012,Georgia,40.74,23.57
2011,Georgia,27.43,34.66
2012,Georgia,42.89,23.75
2011,Georgia,37.17,34.71
2012,Georgia,27.66,19.3
2012,Georgia,29.54,11.06
2012,Georgia,23.17,27.03
2011,Georgia,32.29,47.68
2011,Georgia,34.38,37.1
2012,Hawaii,37.46,46.87
2011,Hawaii,40.57,21.87
2012,Hawaii,30.48,38.62
2012,Hawaii,40.69,49.68
2012,Hawaii,39.9,33.49
2012,Hawaii,24.84,12.1
2011,Hawaii,33.94,29.04
2012,Hawaii,34.78,47.58
2011,Hawaii,37.82,16.37
2012,Hawaii,43.19,21.4
2012,Hawaii,27.08,31.63
2011,Hawaii,44.89,44.45
2012,Hawaii,20.26,48.84
2011,Hawaii,28.97,21.0
2011,Hawaii,34.93,44.64
2012,Hawaii,38.87,34.47
2012,Hawaii,39.01,16.31
2012,Hawaii,33.65,19.12
2012,Hawaii,43.4,48.44
2011,Hawaii,22.53,24.7
2011,Hawaii,36.49,14.27
2012,Hawaii,32.26,13.01
2011,Hawaii,25.21,31.3
2012,Hawaii,23.67,31.43
2011,Hawaii,35.48,19.08
2011,Hawaii,23.44,13.57
2011,Hawaii,43.63,28.71
2011,Hawaii,26.0,27.2
2011,Hawaii,21.8,16.69
2012,Hawaii,35.25,41.36
2012,Hawaii,38.46,38.91
2011,Hawaii,36.69,44.9
2011,Hawaii,37.32,14.65
2011,Hawaii,31.14,47.89
2011,Hawaii,38.02,46.07
2012,Hawaii,44.64,33.99
2011,Hawaii,25.65,23.84
2011,Hawaii,29.34,40.19
2011,Hawaii,31.28,26.69
2012,Hawaii,22.12,37.28
2011,Hawaii,38.61,35.27
2012,Hawaii,33.72,26.65
2012,Hawaii,40.02,46.16
2011,Hawaii,27.83,45.76
2011,Hawaii,43.03,35.03
2012,Hawaii,21.66,34.44
2011,Hawaii,33.47,42.72
2011,Hawaii,43.02,49.03
2012,Hawaii,39.58,19.58
2012,Hawaii,38.41,19.9
2012,Hawaii,40.37,15.71
2011,Hawaii,31.32,24.92
2011,Hawaii,36.45,33.46
2011,Hawaii,33.33,36.73
2011,Hawaii,35.93,48.65
2011,Hawaii,20.39,10.09
2012,Hawaii,20.25,43.25
2012,Hawaii,28.67,19.86
2011,Hawaii,35.95,19.32
2012,Hawaii,24.85,41.02
2012,Hawaii,37.16,14.06
2012,Hawaii,35.0,15.64
2012,Hawaii,37.85,16.67
2012,Hawaii,40.49,11.5
2011,Hawaii,34.33,44.72
2011,Hawaii,29.98,30.65
2012,Hawaii,27.56,41.08
2012,Hawaii,33.69,20.63
2011,Hawaii,20.87,49.8
2011,Hawaii,33.95,26.94
2011,Hawaii,37.86,36.68
2012,Hawaii,27.01,18.16
2012,Hawaii,42.51,25.18
2011,Hawaii,29.33,15.59
2012,Hawaii,29.54,29.84
2012,Hawaii,26.07,30.55
2011,Hawaii,25.7,39.57
2011,Hawaii,26.59,46.11
2011,Hawaii,40.31,38.91
2011,Hawaii,36.55,37.25
2012,Hawaii,20.23,27.0
2012,Hawaii,44.34,18.11
2011,Hawaii,36.47,46.35
2012,Hawaii,34.57,21.94
2012,Hawaii,40.19,30.05
2011,Hawaii,31.82,22.52
2011,Hawaii,30.55,15.25
2011,Hawaii,25.5,36.77
2011,Hawaii,43.6,14.33
2011,Hawaii,37.11,10.32
2012,Hawaii,23.6,25.97
2012,Hawaii,39.91,15.33
2011,Hawaii,42.01,11.11
2012,Hawaii,28.99,43.43
2011,Hawaii,41.79,41.68
2012,Hawaii,31.63,17.25
2012,Hawaii,42.29,41.04
2012,Hawaii,27.98,46.23
2011,Hawaii,28.36,30.36
2012,Hawaii,34.58,48.72
2011,Hawaii,39.87,21.57
2012,Hawaii,20.09,25.03
2011,Hawaii,21.48,34.66
2011,Hawaii,28.99,14.52
2012,Hawaii,38.94,34.82
2011,Hawaii,35.95,16.8
2012,Hawaii,25.25,22.21
2011,Hawaii,37.1,42.31
2011,Hawaii,25.62,43.66
2011,Hawaii,38.66,27.92
2012,Hawaii,28.64,29.89
2012,Hawaii,32.59,28.35
2012,Hawaii,26.21,31.2
2012,Hawaii,29.85,30.89
2011,Hawaii,41.83,20.4
2012,Hawaii,22.69,43.2
2011,Hawaii,22.59,20.09
2012,Hawaii,38.76,23.91
2012,Hawaii,29.89,39.85
2011,Hawaii,27.62,47.06
2012,Hawaii,21.31,11.41
2011,Hawaii,33.8,20.16
2012,Hawaii,29.2,27.95
2011,Hawaii,23.07,36.66
2011,Hawaii,27.18,28.52
2011,Hawaii,42.67,27.0
2011,Hawaii,44.45,32.8
2012,Hawaii,21.47,46.02
2012,Hawaii,34.16,20.95
2012,Hawaii,31.03,29.63
2011,Hawaii,43.53,48.49
2012,Hawaii,24.5,47.59
2011,Hawaii,20.98,11.4
2011,Hawaii,27.62,33.94
2012,Hawaii,29.77,18.19
2011,Hawaii,37.06,27.11
2011,Hawaii,30.37,40.25
2011,Hawaii,37.26,16.55
2011,Hawaii,43.82,37.99
2011,Hawaii,23.88,12.7
2012,Hawaii,44.3,12.73
2012,Hawaii,36.13,12.42
2012,Hawaii,29.01,34.06
2011,Hawaii,26.36,25.6
2012,Hawaii,40.31,25.46
2012,Hawaii,30.81,47.12
2012,Hawaii,21.17,39.03
2011,Hawaii,26.6,13.35
2012,Hawaii,28.47,15.38
2012,Hawaii,32.5,38.86
2011,Hawaii,22.21,43.16
2011,Hawaii,37.32,36.12
2012,Hawaii,27.67,22.17
2012,Hawaii,38.72,30.23
2012,Hawaii,31.2,37.17
2011,Hawaii,26.65,26.71
2011,Hawaii,42.49,46.22
2011,Hawaii,30.65,47.96
2011,Hawaii,26.64,32.55
2011,Hawaii,38.06,49.62
2011,Hawaii,28.57,43.25
2012,Hawaii,22.45,42.42
2012,Hawaii,30.71,49.63
2012,Hawaii,39.91,37.09
2012,Hawaii,37.11,38.32
2012,Hawaii,38.19,38.08
2012,Hawaii,44.23,17.58
2011,Hawaii,37.4,35.88
2012,Hawaii,35.74,29.4
2011,Hawaii,42.8,15.12
2011,Hawaii,34.1,41.56
2011,Hawaii,29.41,31.05
2011,Hawaii,20.5,47.14
2012,Hawaii,27.81,12.68
2012,Hawaii,29.44,19.33
2012,Hawaii,24.88,44.22
2011,Hawaii,34.96,16.13
2011,Hawaii,25.08,47.87
2011,Hawaii,38.06,42.13
2012,Hawaii,40.05,36.06
2011,Hawaii,20.6,33.7
2011,Hawaii,43.26,30.8
2012,Hawaii,42.71,18.64
2012,Hawaii,26.82,15.99
2011,Hawaii,35.48,37.7
2012,Hawaii,26.6,15.86
2011,Hawaii,38.9,48.7
2011,Hawaii,41.7,27.47
2012,Hawaii,29.35,33.89
2011,Hawaii,30.37,29.85
2011,Hawaii,34.02,27.33
2011,Hawaii,43.86,28.88
2011,Hawaii,32.35,17.44
2011,Hawaii,38.17,42.62
2011,Hawaii,43.85,25.81
2011,Hawaii,29.9,37.08
2012,Hawaii,26.43,23.71
2011,Hawaii,27.68,39.02
2011,Hawaii,43.29,20.01
2012,Hawaii,32.89,32.83
2011,Hawaii,27.11,35.06
2012,Hawaii,34.87,44.57
2012,Hawaii,25.17,11.88
2012,Hawaii,37.92,20.66
2012,Hawaii,39.78,24.3
2011,Hawaii,38.43,22.18
2011,Hawaii,21.8,22.25
2011,Hawaii,31.3,44.44
2012,Hawaii,37.91,39.87
2011,Hawaii,24.69,30.57
2011,Hawaii,43.63,32.75
2011,Hawaii,26.29,17.69
2012,Hawaii,21.25,30.8
2011,Hawaii,31.75,19.45
2012,Hawaii,35.1,25.96
2012,Hawaii,37.59,27.71
2012,Hawaii,38.11,48.32
2012,Hawaii,21.45,28.29
2012,Hawaii,40.15,16.63
2011,Hawaii,26.19,27.96
2011,Hawaii,23.05,25.79
2011,Hawaii,31.74,31.3
2011,Hawaii,27.47,41.08
2011,Hawaii,38.66,13.52
2011,Hawaii,26.0,45.88
2011,Hawaii,26.4,46.72
2012,Hawaii,29.76,49.13
2011,Hawaii,27.51,13.18
2012,Hawaii,37.4,49.01
2012,Hawaii,44.39,20.18
2012,Hawaii,38.52,19.45
2012,Hawaii,26.81,22.63
2011,Hawaii,42.4,11.29
2011,Hawaii,42.64,34.7
2012,Hawaii,40.03,21.95
2012,Hawaii,24.47,33.47
2012,Hawaii,30.72,14.42
2012,Hawaii,27.33,32.34
2011,Hawaii,27.25,32.4
2012,Hawaii,24.55,33.57
2011,Hawaii,26.82,16.79
2012,Hawaii,40.28,46.18
2012,Hawaii,28.23,22.39
2012,Hawaii,39.76,29.21
2011,Hawaii,21.77,42.21
2012,Hawaii,40.37,18.75
2011,Hawaii,34.17,43.58
2012,Hawaii,20.4,37.55
2012,Hawaii,31.92,12.2
2012,Hawaii,22.18,47.92
2012,Hawaii,43.33,22.44
2011,Hawaii,38.21,23.8
2012,Hawaii,39.33,40.38
2012,Hawaii,30.81,15.16
2011,Hawaii,22.41,44.76
2012,Hawaii,28.6,28.07
2012,Hawaii,23.18,39.02
2011,Hawaii,21.36,23.2
2012,Hawaii,25.62,42.61
2012,Hawaii,42.9,27.97
2012,Hawaii,27.63,27.53
2011,Hawaii,39.98,30.48
2011,Hawaii,23.22,30.46
2011,Hawaii,20.8,23.51
2012,Hawaii,43.12,21.32
2011,Hawaii,33.58,16.69
2012,Hawaii,37.7,40.45
2011,Hawaii,27.29,15.12
2012,Hawaii,32.83,10.22
2012,Hawaii,21.98,16.6
2012,Hawaii,31.5,37.49
2012,Hawaii,42.53,49.91
2012,Hawaii,21.9,34.69
2011,Hawaii,27.07,23.61
2012,Hawaii,27.84,35.03
2012,Hawaii,30.22,29.33
2011,Hawaii,29.27,21.27
2011,Hawaii,23.14,45.72
2011,Hawaii,36.64,22.6
2012,Hawaii,30.83,49.23
2012,Hawaii,21.75,10.46
2012,Hawaii,34.06,10.65
2012,Hawaii,39.92,43.75
2012,Hawaii,37.17,11.46
2012,Hawaii,21.25,36.37
2011,Hawaii,37.08,22.92
2011,Hawaii,36.53,48.18
2012,Hawaii,21.94,41.94
2012,Hawaii,26.65,18.48
2011,Hawaii,44.68,34.27
2012,Hawaii,22.39,38.68
2012,Hawaii,28.03,40.55
2011,Hawaii,35.72,41.08
2012,Hawaii,40.24,46.23
2011,Hawaii,41.99,33.86
2011,Hawaii,30.17,39.2
2012,Hawaii,36.05,13.13
2012,Hawaii,27.24,40.75
2011,Hawaii,35.14,45.3
2012,Hawaii,36.89,33.0
2011,Hawaii,30.88,16.65
2011,Hawaii,40.58,44.12
2012,Hawaii,34.34,20.64
2011,Hawaii,32.46,31.1
2011,Hawaii,32.64,20.73
2011,Hawaii,23.84,11.51
2011,Hawaii,31.04,30.87
2011,Hawaii,36.45,11.31
2011,Hawaii,35.61,32.86
2012,Hawaii,35.59,35.34
2011,Hawaii,25.67,13.77
2012,Hawaii,22.68,28.55
2012,Hawaii,21.32,43.03
2012,Hawaii,28.55,35.43
2012,Hawaii,34.46,20.64
2011,Hawaii,29.85,41.55
2012,Hawaii,33.36,36.41
2011,Hawaii,36.84,28.18
2012,Hawaii,25.93,17.1
2012,Hawaii,20.21,36.81
2012,Hawaii,42.89,24.54
2011,Hawaii,44.37,22.38
2012,Hawaii,34.41,29.76
2011,Hawaii,29.48,40.15
2012,Hawaii,21.64,40.37
2012,Hawaii,31.43,16.3
2011,Hawaii,30.3,10.17
2012,Hawaii,34.32,20.78
2012,Hawaii,32.57,24.69
2011,Hawaii,34.0,30.51
2011,Hawaii,26.94,12.95
2012,Hawaii,33.45,28.87
2012,Hawaii,29.9,12.8
2011,Hawaii,20.47,34.6
2012,Hawaii,22.17,42.1
2011,Hawaii,25.68,48.64
2011,Hawaii,23.94,43.35
2012,Hawaii,36.92,10.99
2011,Hawaii,39.95,48.86
2011,Hawaii,20.15,48.95
2012,Hawaii,34.15,23.86
2012,Hawaii,42.55,24.3
2012,Hawaii,26.9,10.63
2011,Hawaii,23.96,25.03
2012,Hawaii,20.46,48.49
2012,Hawaii,33.78,42.17
2012,Hawaii,32.92,19.44
2011,Hawaii,44.06,47.79
2012,Hawaii,44.61,24.99
2011,Hawaii,23.59,22.45
2012,Hawaii,27.84,17.67
2012,Hawaii,27.51,10.41
2011,Hawaii,27.18,13.78
2011,Hawaii,36.85,42.1
2012,Hawaii,20.93,10.36
2012,Hawaii,31.01,16.91
2012,Hawaii,28.67,28.24
2012,Hawaii,23.46,32.91
2011,Hawaii,31.39,28.85
2011,Hawaii,33.98,32.82
2012,Hawaii,31.9,10.29
2011,Hawaii,34.19,10.37
2012,Hawaii,29.68,16.45
2012,Hawaii,28.53,30.22
2012,Hawaii,34.54,47.87
2012,Hawaii,30.18,26.77
2012,Hawaii,24.02,21.35
2011,Hawaii,41.06,27.64
2012,Hawaii,29.08,20.77
2011,Hawaii,29.19,28.98
2011,Hawaii,42.4,16.77
2012,Hawaii,44.84,41.35
2011,Hawaii,41.34,39.12
2011,Hawaii,34.19,30.95
2011,Hawaii,25.19,48.6
2012,Hawaii,34.85,45.66
2012,Hawaii,30.25,14.31
2012,Hawaii,23.7,21.13
2011,Hawaii,43.07,10.3
2011,Hawaii,26.22,23.58
2012,Hawaii,41.97,34.12
2011,Hawaii,25.03,34.71
2011,Hawaii,41.97,23.01
2012,Hawaii,44.93,22.41
2012,Hawaii,26.87,20.24
2011,Hawaii,30.84,16.73
2011,Hawaii,40.32,38.01
2012,Hawaii,33.91,18.95
2012,Hawaii,26.09,47.08
2011,Hawaii,24.36,14.95
2011,Hawaii,34.61,20.81
2011,Hawaii,27.96,18.74
2011,Hawaii,40.62,43.91
2012,Hawaii,35.07,35.64
2012,Hawaii,41.05,27.57
2012,Hawaii,39.57,46.3
2011,Hawaii,37.81,23.26
2012,Hawaii,35.08,37.0
2012,Hawaii,23.75,39.68
2012,Hawaii,42.2,26.62
2012,Hawaii,40.49,47.31
2011,Hawaii,29.89,29.85
2012,Hawaii,34.69,21.01
2012,Hawaii,21.06,22.65
2012,Hawaii,41.01,18.61
2011,Hawaii,31.46,45.73
2011,Hawaii,41.04,29.62
2012,Hawaii,44.44,33.4
2011,Hawaii,21.06,47.3
2012,Hawaii,22.51,38.34
2012,Hawaii,30.45,38.91
2012,Hawaii,40.73,38.24
2011,Hawaii,32.11,23.33
2011,Hawaii,28.82,22.12
2012,Hawaii,33.92,40.17
2012,Hawaii,20.29,10.75
2012,Hawaii,41.17,32.05
2012,Hawaii,40.99,22.22
2011,Hawaii,24.13,24.23
2012,Hawaii,22.59,11.28
2012,Hawaii,26.72,36.02
2012,Hawaii,43.66,42.76
2012,Hawaii,43.04,15.68
2012,Hawaii,38.81,49.69
2011,Hawaii,39.54,13.94
2011,Hawaii,31.85,44.52
2011,Hawaii,43.74,38.71
2012,Hawaii,25.96,42.27
2012,Hawaii,29.9,12.91
2012,Hawaii,37.16,44.2
2012,Hawaii,25.95,22.25
2011,Hawaii,33.16,30.82
2011,Hawaii,23.06,18.76
2012,Hawaii,35.56,44.15
2012,Hawaii,40.54,23.19
2012,Hawaii,37.26,28.61
2011,Hawaii,29.71,34.3
2011,Hawaii,34.4,47.83
2011,Hawaii,29.33,23.05
2011,Hawaii,37.27,42.6
2012,Hawaii,42.53,12.77
2012,Hawaii,32.38,15.59
2011,Hawaii,24.31,11.31
2011,Hawaii,25.61,39.43
2011,Hawaii,25.38,34.57
2012,Hawaii,23.71,13.66
2011,Hawaii,29.29,28.3
2011,Hawaii,22.69,47.7
2012,Hawaii,37.61,34.73
2011,Hawaii,24.73,16.89
2012,Hawaii,23.09,33.61
2011,Hawaii,25.72,41.95
2011,Hawaii,39.55,27.98
2012,Hawaii,22.39,34.86
2012,Hawaii,34.23,16.31
2011,Hawaii,41.19,27.51
2012,Hawaii,43.62,36.94
2012,Hawaii,35.89,25.68
2012,Hawaii,44.15,34.19
2012,Hawaii,21.53,29.47
2011,Hawaii,35.2,47.77
2012,Hawaii,32.46,47.97
2012,Hawaii,44.6,37.43
2011,Hawaii,41.43,45.83
2012,Hawaii,41.79,43.16
2012,Hawaii,26.02,36.8
2011,Hawaii,43.45,39.63
2012,Hawaii,35.07,41.33
2012,Hawaii,32.26,30.75
2012,Hawaii,38.5,31.12
2012,Hawaii,22.34,37.86
2011,Hawaii,32.34,36.68
2012,Hawaii,29.12,22.08
2011,Hawaii,29.62,22.27
2012,Hawaii,27.75,40.21
2012,Hawaii,21.42,41.76
2012,Hawaii,35.39,15.9
2012,Hawaii,33.45,14.07
2012,Hawaii,23.47,41.58
2011,Hawaii,32.83,17.49
2011,Hawaii,20.48,40.41
2012,Hawaii,34.43,21.66
2011,Hawaii,33.11,27.75
2012,Hawaii,30.59,44.63
2012,Hawaii,44.21,41.34
2012,Hawaii,43.51,24.06
2011,Hawaii,42.47,17.25
2011,Hawaii,37.23,13.53
2011,Hawaii,38.6,38.56
2012,Hawaii,40.86,28.28
2011,Hawaii,32.04,32.69
2011,Hawaii,20.85,38.02
2011,Hawaii,33.61,29.21
